,구,주소,어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월
2368,강서구,(07599) 서울특별시 강서구 마곡서1로 111-11 마곡엠밸리 503-104,사랑샘어린이집,A,우수,우수,우수,우수,2019.12
2369,강서구,(07524) 서울특별시 강서구 허준로 23 한강타운 105동 101호,사랑어린이집,B,보통,우수,보통,보통,2020.01
2370,강서구,(07796) 서울특별시 강서구 마곡중앙10로 30 ,사이언스파크어린이집,B,우수,우수,보통,우수,2020.1
2371,강서구,(07510) 서울특별시 강서구 금낭화로23길 25 (방화동),상록어린이집,A,우수,우수,우수,우수,2023.02
2372,강서구,"(07706) 서울특별시 강서구 강서로33가길 86 101동 106호(화곡동, 프라임팰리스)",새빛아이어린이집,A,우수,우수,우수,우수,2023.04
2373,강서구,(07718) 서울특별시 강서구 화곡로18길 14-41 1층 새빛어린이집,새빛어린이집,A,우수,우수,우수,우수,2019.12
2374,강서구,(07720) 서울특별시 강서구 화곡로24길 55 (화곡동),새서원어린이집,A,우수,우수,우수,우수,2020.01
2375,강서구,(07742) 서울특별시 강서구 강서로18길 125 (화곡동),새소망어린이집,A,우수,우수,우수,우수,2019.1
2376,강서구,(07595) 서울특별시 강서구 양천로30길 77 103-101,새싹과 나무어린이집,A,우수,우수,우수,우수,2023.03
2377,강서구,(07604) 서울특별시 강서구 양천로24가길 73 (방화동),새싹어린이집,A,우수,우수,우수,우수,2019.11
2378,강서구,(07546) 서울특별시 강서구 양천로63길 52 벽산아파트 관리동 새영어린이집,새영어린이집,B,우수,우수,보통,우수,2020.09
2379,강서구,(07513) 서울특별시 강서구 방화대로47가길 22 삼익아파트 내 유치원동 (방화동),새자연어린이집,A,우수,우수,우수,우수,2023.05
2380,강서구,"(07531) 서울특별시 강서구 허준로 175 607동 103호(가양동, 가양6단지아파트)",샛별영재어린이집,A,우수,우수,우수,우수,2023.03
2381,강서구,(07611) 서울특별시 강서구 개화동로21길 4 방화11단지종합사회복지관 내 1층,서울YMCA방화어린이집,A,우수,우수,우수,우수,2023.02
2382,강서구,(07725) 서울특별시 강서구 초록마을로32길 38 (화곡동),석란어린이집,A,우수,우수,우수,우수,2021.12
2383,강서구,(07576) 서울특별시 강서구 공항대로43길 104 주공아파트 7단지 등촌7복지관 성모어린이집 (등촌동),성모어린이집,A,우수,우수,우수,우수,2022.08
2384,강서구,(07550) 서울특별시 강서구 화곡로68길 115 101동 111호,성민가정어린이집,A,우수,우수,우수,우수,2022.08
2385,강서구,(07614) 서울특별시 강서구 개화동로23길 111 ,성산어린이집,A,우수,우수,우수,우수,2022.09
2386,강서구,(07748) 서울특별시 강서구 곰달래로45길 15 1층 소라어린이집,소라어린이집,B,우수,우수,우수,보통,2023.02
2387,강서구,(07763) 서울특별시 강서구 가로공원로84길 27 (화곡동),수성어린이집,B,우수,우수,보통,보통,2020.08
2388,강서구,(07730) 서울특별시 강서구 까치산로4길 64-6 (화곡동),숲속나라어린이집,A,우수,우수,우수,우수,2020.1
2389,강서구,"(07543) 서울특별시 강서구 양천로69길 18 101동 111호(염창동, 극동아파트)",숲으로 가는 어린이집,A,우수,우수,우수,우수,2023.05
2390,강서구,(07576) 서울특별시 강서구 공항대로43길 104 주공아파트 8단지관리사무소2층 (등촌동),신영광어린이집,B,우수,보통,보통,우수,2023.1
2391,강서구,(07538) 서울특별시 강서구 양천로77길 45 무학아파트 상가동,신원어린이집,A,우수,우수,우수,우수,2022.12
2392,강서구,(07771) 서울특별시 강서구 곰달래로15길 32 (화곡동),썬에듀스쿨어린이집,A,우수,우수,우수,우수,2021.09
2393,강서구,"(07610) 서울특별시 강서구 양천로6길 57 102동 106호(방화동, 이편한세상아파트)",아기새어린이집,A,우수,우수,우수,우수,2023.1
2394,강서구,(07787) 서울특별시 강서구 국회대로7길 91 신도금잔디아파트 104호,아기천사어린이집,A,우수,우수,우수,우수,2019.1
2395,강서구,(07730) 서울특별시 강서구 까치산로4다길 20 (화곡동),아띠어린이집,A,우수,우수,우수,우수,2022.04
2396,강서구,(07537) 서울특별시 강서구 양천로71가길 43 ,아란어린이집,A,우수,우수,우수,우수,2019.12
2397,강서구,(07730) 서울특별시 강서구 까치산로4라길 20 (화곡동),아름드리어린이집,A,우수,우수,우수,우수,2022.03
2398,강서구,"(07586) 서울특별시 강서구 공항대로39길 74 505동 105호(등촌동, 등촌주공5단지아파트)",아이꿈어린이집,B,우수,우수,우수,보통,2021.01
2399,강서구,(07532) 서울특별시 강서구 허준로 234 가양아파트 9단지내 관리사무실 2층 (가양동),아이꿈터어린이집,A,우수,우수,우수,우수,2023.03
2400,강서구,"(07516) 서울특별시 강서구 양천로3길 17 101동 106호(방화동, 개화산 동부센트레빌)",아이랑어린이집,A,우수,우수,우수,우수,2023.08
2401,강서구,"(07634) 서울특별시 강서구 강서로47길 108 106동 101호(내발산동, 마곡수명산파크1단지아파트)",아이삭어린이집,A,우수,우수,우수,우수,2023.12
2402,강서구,(07677) 서울특별시 강서구 까치산로12길 8-9 ,아이샘어린이집,A,우수,우수,우수,우수,2023.04
2403,강서구,"(07524) 서울특별시 강서구 허준로 23 105동 106호(가양동, 한강타운아파트)",아이세상어린이집,A,우수,우수,우수,우수,2021.07
2404,강서구,(07676) 서울특별시 강서구 초록마을로21길 37 아이큰숲자연학교,아이큰숲자연학교어린이집,A,우수,우수,우수,우수,2019.1
2405,강서구,"(07671) 서울특별시 강서구 등촌로 163 203동 103호(등촌동, 등촌동아이파크아파트)",아이파크어린이집,A,우수,우수,우수,우수,2022.01
2406,강서구,(07678) 서울특별시 강서구 화곡로42나길 30-17 ,아장닷컴어린이집,A,우수,우수,우수,우수,2020.03
2407,강서구,"(07513) 서울특별시 강서구 방화대로47가길 22 404동 103호(방화동, 삼환아파트)",아장아장어린이집,A,우수,우수,우수,우수,2020.03
2408,강서구,(07539) 서울특별시 강서구 양천로 731 동아3차아파트 관리소2층 아침해어린이집,아침해 어린이집,B,보통,우수,우수,우수,2021.07
2409,강서구,(07730) 서울특별시 강서구 초록마을로 162-30 ,애솔 어린이집,A,우수,우수,우수,우수,2020.02
2410,강서구,(07751) 서울특별시 강서구 강서로18가길 25 (화곡동),어린왕자어린이집,B,우수,우수,보통,보통,2022.03
2411,강서구,"(07509) 서울특별시 강서구 금낭화로23길 8 101동 106호(방화동, 동성아파트)",엄마사랑어린이집,A,우수,우수,우수,우수,2023.03
2412,강서구,(07757) 서울특별시 강서구 강서로12길 23-7 ,에반어린이집,A,우수,우수,우수,우수,2020.03
2413,구로구,"(08379) 서울특별시 구로구 디지털로32길 55 3층, 구로동",IBK참!좋은어린이집,A,우수,우수,우수,우수,2023.08
2414,구로구,(08327) 서울특별시 구로구 가마산로 95 ,LG전자구로어린이집,A,우수,우수,우수,우수,2019.12
2415,구로구,(08339) 서울특별시 구로구 서해안로34가길 33 ,가온어린이집,A,우수,우수,우수,우수,2023.08
2416,구로구,(08238) 서울특별시 구로구 경인로35길 113-5 가현어린이집 (고척동),가현어린이집,A,우수,우수,우수,우수,2021.07
2417,구로구,(08236) 서울특별시 구로구 남부순환로 775 개봉푸르지오아파트 복지관1층 개봉푸르지오어린이집,개봉푸르지오어린이집,A,우수,우수,우수,우수,2023.03
2418,구로구,"(08342) 서울특별시 구로구 오류로 65 105동 101호(오류동, 경남아너스빌)",경남큰사랑어린이집,A,우수,우수,우수,우수,2023.03
2419,구로구,(08329) 서울특별시 구로구 개봉로20길 6 118동 102호,경선어린이집,A,우수,우수,우수,우수,2023.09
2420,구로구,(08308) 서울특별시 구로구 구로동로28길 33-41 ,고려대학교 구로병원 어린이집,B,우수,우수,우수,우수,2021.01
2421,구로구,(08224) 서울특별시 구로구 중앙로5길 62 (고척동),고척어린이집,A,우수,우수,우수,우수,2022.03
2422,구로구,(08354) 서울특별시 구로구 개봉로3길 87 한진아파트 내유치원동 (개봉동),광진선교어린이집,B,보통,우수,우수,보통,2022.07
2423,구로구,(08235) 서울특별시 구로구 고척로30길 18 (개봉동),광진어린이집,A,우수,우수,우수,우수,2022.1
2424,구로구,(08284) 서울특별시 구로구 가마산로 245 ,구로구청 사랑채움 어린이집,A,우수,우수,우수,우수,2022.09
2425,구로구,(08309) 서울특별시 구로구 가마산로 174 구로삼성어린이집 (구로동),구로삼성어린이집,A,우수,우수,우수,우수,2020.01
2426,구로구,(08340) 서울특별시 구로구 서해안로34가길 18 금강아파트 상가 (오류동),구로한빛어린이집,B,우수,우수,보통,우수,2023.1
2427,구로구,(08362) 서울특별시 구로구 부광로 88 1층,구로행복어린이집,A,우수,우수,우수,우수,2022.12
2428,구로구,(08324) 서울특별시 구로구 구일로 62 (구로동),구립 구일어린이집,A,우수,우수,우수,우수,2022.06
2429,구로구,(08364) 서울특별시 구로구 천왕로 91 천왕이펜하우스1단지 102동 1층,구립해사랑어린이집,A,우수,우수,우수,우수,2023.1
2430,구로구,(08303) 서울특별시 구로구 가마산로26길 34 (구로동),구민어린이집,A,우수,우수,우수,우수,2022.06
2431,구로구,(08249) 서울특별시 구로구 오리로20길 32 (궁동 평화교회1층),궁더쿵어린이집,A,우수,우수,우수,우수,2023.1
2432,구로구,(08257) 서울특별시 구로구 오리로17길 48 (궁동),궁동어린이집,A,우수,우수,우수,우수,2022.06
2433,구로구,(08320) 서울특별시 구로구 구로동로18길 56  103호,그림나라어린이집,A,우수,우수,우수,우수,2023.02
2434,구로구,(08358) 서울특별시 구로구 오리로 1197 금강수목원아파트 관리동 (오류동),금강어린이집,A,우수,우수,우수,우수,2023.09
2435,구로구,"(08355) 서울특별시 구로구 개봉로1길 170 102동 102호(개봉동, 대상아파트)",꼬꼬마어린이집,A,우수,우수,우수,우수,2021.07
2436,구로구,"(08368) 서울특별시 구로구 항동로 43 308동 106호 (항동, 항동하버라인3단지)",꼬마별어린이집,A,우수,우수,우수,우수,2021.08
2437,구로구,"(08331) 서울특별시 구로구 개봉로2길 133-15 105동 101호(개봉동, 개봉동현대아이파크아파트)",꽃뜰어린이집,A,우수,우수,우수,우수,2023.1
2438,구로구,"(08368) 서울특별시 구로구 항동로 72 관리동(항동, 하버라인 4단지)",꽃망울어린이집,A,우수,우수,우수,우수,2020.09
2439,구로구,"(08357) 서울특별시 구로구 경인로8길 64 107동 103호(오류동, 영풍마드레빌아파트)",꽃별아이어린이집,A,우수,우수,우수,우수,2020.08
2440,구로구,"(08329) 서울특별시 구로구 개봉로20길 6 102동 103호(개봉동, 현대아파트)",꽃사슴어린이집,A,우수,우수,우수,우수,2020.01
2441,구로구,(08332) 서울특별시 구로구 개봉로16가길 10-26 ,꿈나래어린이집,B,우수,우수,보통,우수,2020.03
2442,구로구,"(08325) 서울특별시 구로구 구일로4길 46 204동 105호(구로동,현대연예인아파트)",꿈나무어린이집,A,우수,우수,우수,우수,2019.11
2443,구로구,"(08328) 서울특별시 구로구 남부순환로95길 16 101동 101호(개봉동, 삼호아파트)",꿈동산어린이집,A,우수,우수,우수,우수,2020.01
2444,구로구,(08276) 서울특별시 구로구 경인로40길 11 101동 104호,꿈사랑어린이집,A,우수,우수,우수,우수,2023.05
2445,구로구,(08281) 서울특별시 구로구 벚꽃로 484 화원사회종합복지관내 (구로동),꿈이있는어린이집,B,우수,우수,보통,우수,2022.07
2446,구로구,"(08275) 서울특별시 구로구 경인로 382 111동 101호(개봉동, 한마을아파트)",꿈이크는어린이집,B,우수,우수,보통,우수,2021.07
2447,구로구,"(08211) 서울특별시 구로구 신도림로 16 105동 103호(신도림동, 대림2차아파트)",꿈초롱어린이집,A,우수,우수,우수,우수,2020.02
2448,구로구,(08254) 서울특별시 구로구 고척로1길 14-41 ,나래어린이집,A,우수,우수,우수,우수,2022.02
2449,구로구,(08362) 서울특별시 구로구 부광로 96-16 ,날아라어린이집,A,우수,우수,우수,우수,2021.08
2450,구로구,(08222) 서울특별시 구로구 경인로47가길 35 (고척동),남산어린이집,A,우수,우수,우수,우수,2022.06
2451,구로구,(08368) 서울특별시 구로구 항동로 43 1층 관리동,느티나무어린이집,B,보통,우수,우수,우수,2021.05
2452,구로구,(08206) 서울특별시 구로구 구로중앙로40길 24 ,늘사랑어린이집,A,우수,우수,우수,우수,2020.07
2453,구로구,(08229) 서울특별시 구로구 고척로52라길 28 (고척동),능곡어린이집,A,우수,우수,우수,우수,2022.06
2454,구로구,"(08370) 서울특별시 구로구 디지털로 319 302동 101호(구로동, 현대아파트)",다솔어린이집,A,우수,우수,우수,우수,2019.12
2455,구로구,(08296) 서울특별시 구로구 새말로16길 70 110호,다솜어린이집,A,우수,우수,우수,우수,2022.1
2456,구로구,(08358) 서울특별시 구로구 오리로 1189 1층 (오류동),다향어린이집,A,우수,우수,우수,우수,2022.02
2457,구로구,"(08323) 서울특별시 구로구 구일로10길 53 101동 102호(구로동, 현대상선아파트)",단비어린이집,B,우수,보통,우수,우수,2020.03
2458,구로구,(08225) 서울특별시 구로구 중앙로5길 59 고척아이파크 RD 내 관리동,달숲어린이집,A,우수,우수,우수,우수,2023.12
2459,구로구,(08324) 서울특별시 구로구 구일로8길 16 (구로동),대건어린이집,A,우수,우수,우수,우수,2023.11
2460,구로구,(08352) 서울특별시 구로구 개봉로11길 17 (개봉동),대광어린이집,B,우수,우수,보통,우수,2022.06
2461,구로구,"(08211) 서울특별시 구로구 신도림로 16 101동 104호(신도림동, 신도림2차e-편한세상)",대림숲어린이집,A,우수,우수,우수,우수,2022.07
2462,구로구,"(08211) 서울특별시 구로구 신도림로 16 501동 102호(신도림동, 대림1차아파트)",대림어린이집,A,우수,우수,우수,우수,2022.12
2463,구로구,(08240) 서울특별시 구로구 중앙로 121 104동 102호,대우맑은샘어린이집,A,우수,우수,우수,우수,2019.11
2464,구로구,(08241) 서울특별시 구로구 고척로51길 46 (고척동),덕성어린이집,A,우수,우수,우수,우수,2022.12
2465,구로구,(08207) 서울특별시 구로구 신도림로 78 동아3차아파트 관리동 1층,동아리틀어린이집,A,우수,우수,우수,우수,2023.09
2466,구로구,"(08208) 서울특별시 구로구 경인로 643 신도림동, 동아2차아파트 관리동",동아어린이집,A,우수,우수,우수,우수,2022.07
2467,구로구,"(08288) 서울특별시 구로구 새말로 93 111동 102호(구로동, 신도림태영타운아파트)",동화나라어린이집,A,우수,우수,우수,우수,2022.09
2468,구로구,"(08313) 서울특별시 구로구 도림로 59 105동 104호(구로동, 구로두산아파트)",동화마을어린이집,A,우수,우수,우수,우수,2021.03
2469,구로구,"(08313) 서울특별시 구로구 도림로 59 105동 102호(구로동,구로두산아파트)",두산어린이집,A,우수,우수,우수,우수,2023.09
2470,구로구,"	(08357) 서울특별시 구로구 경인로8길 64 101동 104호(오류동 영풍마드레빌아파트)",둥이나라어린이집,A,우수,우수,우수,우수,2021.02
2471,구로구,(08381) 서울특별시 구로구 디지털로27길 36 1층 108호,디지털꿈터어린이집,A,우수,우수,우수,우수,2023.1
2472,구로구,(08209) 서울특별시 구로구 경인로 662,디큐브어린이집,A,우수,우수,우수,우수,2021.01
2473,구로구,"(08291) 서울특별시 구로구 새말로 31 107동 102호(구로동, 롯데아파트)",로뎀어린이집,A,우수,우수,우수,우수,2021.08
2474,구로구,"(08324) 서울특별시 구로구 구일로8길 31 102동 105호(구로동,구로우성아파트)",롯데mom편한어린이집,A,우수,우수,우수,우수,2019.12
2475,구로구,(08291) 서울특별시 구로구 새말로 31 롯데아파트 관리동1층,롯데어린이집,A,우수,우수,우수,우수,2022.1
2476,구로구,(08218) 서울특별시 구로구 중앙로12길 7 고척LIG리가1단지 관리동 (고척동),리가숲어린이집,B,보통,우수,우수,우수,2021.01
2477,구로구,"(08297) 서울특별시 구로구 새말로9길 22 101동 103호(구로동, 일신건영아파트)",리틀몬테소리어린이집,B,우수,우수,보통,우수,2023.11
2478,구로구,(08251) 서울특별시 구로구 고척로21나길 40 (1~3층),리틀어린이집,B,보통,우수,보통,보통,2023.03
2479,구로구,(08243) 서울특별시 구로구 고척로27길 74 (개봉동),만나어린이집,A,우수,우수,우수,우수,2023.02
2480,구로구,(08222) 서울특별시 구로구 경인로47가길 23 (사실상1~4층) (고척동),맑은샘어린이집,A,우수,우수,우수,우수,2019.07
2481,구로구,"(08289) 서울특별시 구로구 공원로6가길 67 2동 103호 (구로동, 구로우성아파트)",맘사랑어린이집,A,우수,우수,우수,우수,2020.02
2482,구로구,"(08360) 서울특별시 구로구 연동로13길 25 111동 104호(항동, 서울수목원 현대홈타운 스위트)",멘토어린이집,A,우수,우수,우수,우수,2023.02
2483,구로구,(08337) 서울특별시 구로구 개봉로17다길 6 (개봉동),명화어린이집,A,우수,우수,우수,우수,2022.06
2484,구로구,(08338) 서울특별시 구로구 개봉로17아길 44 멤버스빌 101호 (개봉동),무지개어린이집,A,우수,우수,우수,우수,2020.02
2485,구로구,(08314) 서울특별시 구로구 구로동로20길 57 (구로동),미래어린이집,A,우수,우수,우수,우수,2022.06
2486,구로구,(08275) 서울특별시 구로구 경인로 390 벽산블루밍아파트 관리동1층 미키몬테소리어린이집 (고척동),미키몬테소리어린이집,A,우수,우수,우수,우수,2023.02
2487,구로구,"(08324) 서울특별시 구로구 구일로4길 65 104동 103호(구로동, 구로주공아파트)",바다어린이집,A,우수,우수,우수,우수,2022.09
2488,구로구,(08310) 서울특별시 구로구 구로동로25길 33-10 ,바우솔어린이집,A,우수,우수,우수,우수,2023.11
2489,구로구,(08201) 서울특별시 구로구 경인로67길 133 (신도림동),반야어린이집,A,우수,우수,우수,우수,2022.06
2490,구로구,(08238) 서울특별시 구로구 경인로35길 71 (고척동2773-59 1층 일부),밝은마음어린이집,B,보통,우수,보통,보통,2023.02
2491,구로구,(08317) 서울특별시 구로구 구로동로7길 74 ,밝은어린이집,A,우수,우수,우수,우수,2022.06
2492,구로구,(08367) 서울특별시 구로구 금오로 865 법무부 서울남부구치소내 체육관 1층,법무부 남부보라미어린이집,A,우수,우수,우수,우수,2020.02
2493,구로구,"(08291) 서울특별시 구로구 새말로9길 45 102동 102호 (구로동, 신도림현대아파트0",베베몬테소리어린이집,A,우수,우수,우수,우수,2023.09
2494,구로구,"(08205) 서울특별시 구로구 신도림로11가길 36 5동 101호(신도림동, 미성아파트)",별나라어린이집,A,우수,우수,우수,우수,2022.09
2495,구로구,(08226) 서울특별시 구로구 경인로43길 49 고척아이파크MD 내 관리실,별숲어린이집,A,우수,우수,우수,우수,2023.12
2496,구로구,(08368) 서울특별시 구로구 항동로 68 하버라인9단지 관리동 내,별하어린이집,A,우수,우수,우수,우수,2021.1
2497,구로구,(08218) 서울특별시 구로구 중앙로12길 7 101동 101호,보배사랑어린이집,A,우수,우수,우수,우수,2021.08
2498,구로구,(08281) 서울특별시 구로구 구로동로47길 21 (구로동),보석어린이집,A,우수,우수,우수,우수,2023.12
2499,구로구,(08283) 서울특별시 구로구 구로동로40길 21-1 (구로동),본동어린이집,A,우수,우수,우수,우수,2022.1
2500,구로구,(08245) 서울특별시 구로구 고척로33길 47 금강주택101호 (고척동),붕붕어린이집,B,우수,보통,보통,우수,2021.12
2501,구로구,(08228) 서울특별시 구로구 고척로60길 30 고척벽산베스트블루밍 아파트 관리동 1층,블루밍서연어린이집,A,우수,우수,우수,우수,2022.09
2502,구로구,(08245) 서울특별시 구로구 고척로33길 43 ,비룡어린이집,A,우수,우수,우수,우수,2023.03
2503,구로구,"(08211) 서울특별시 구로구 신도림로 16 504동 103호(신도림동, 대림1차아파트)",뽀뽀어린이집,A,우수,우수,우수,우수,2023.02
2504,구로구,(08330) 서울특별시 구로구 개봉로20길 158 204동 102호,사과나무어린이집,A,우수,우수,우수,우수,2023.08
2505,구로구,(08202) 서울특별시 구로구 신도림로 87 103동 101호,사랑가득어린이집,A,우수,우수,우수,우수,2022.09
2506,구로구,(08327) 서울특별시 구로구 가마산로 87 103동 101호(한일유앤아이아파트),사랑모아어린이집,A,우수,우수,우수,우수,2021.01
2507,구로구,"(08329) 서울특별시 구로구 개봉로20길 6 103동 101호(개봉동, 현대아파트)",사랑몬테소리어린이집,A,우수,우수,우수,우수,2023.09
2508,구로구,(08320) 서울특별시 구로구 구로동로8길 30-1 ,사랑별어린이집,A,우수,우수,우수,우수,2023.05
2509,구로구,"(08259) 서울특별시 구로구 부일로9길 127 113동 103호(온수동, 현대힐스테이트)",사랑샘어린이집,A,우수,우수,우수,우수,2022.09
2510,구로구,(08373) 서울특별시 구로구 도림로12길 12 101호 (구로동),상은어린이집,A,우수,우수,우수,우수,2020.01
2511,구로구,(08312) 서울특별시 구로구 구로중앙로3길 10 (구로동),새날어린이집,B,우수,우수,보통,우수,2022.06
2512,구로구,"(08350) 서울특별시 구로구 오리로 1102-10 213동 104호(천왕동, 천왕연지타운2단지아파트)",새로미어린이집,A,우수,우수,우수,우수,2021.08
2513,구로구,(08268) 서울특별시 구로구 고척로10길 45 ,새롬마을어린이집,B,우수,우수,우수,보통,2022.03
2514,구로구,(08362) 서울특별시 구로구 연동로 233 ,새빛어린이집,A,우수,우수,우수,우수,2021.02
2515,구로구,(08298) 서울특별시 구로구 공원로 35 (구로5동 108-2 새솔금호아파트내 1층),새솔어린이집,A,우수,우수,우수,우수,2022.1
2516,구로구,(08294) 서울특별시 구로구 구로중앙로28다길 15 (구로동),새연어린이집,A,우수,우수,우수,우수,2023.03
2517,구로구,(08377) 서울특별시 구로구 디지털로33길 28 1차101호,새움터어린이집,B,우수,우수,우수,보통,2021.07
2518,구로구,"(08325) 서울특별시 구로구 구일로4길 46 201동 101호(구로동, 현대연예인아파트)",새하늘어린이집,A,우수,우수,우수,우수,2022.03
2519,구로구,(08293) 서울특별시 구로구 구로중앙로32가길 18 ,샛별어린이집,A,우수,우수,우수,우수,2022.06
2520,구로구,(08340) 서울특별시 구로구 오류로8길 151-1 ,서울영재어린이집,B,보통,우수,우수,우수,2022.12
2521,구로구,(08383) 서울특별시 구로구 우마1다길 25 구립 섬기는 어린이집,섬기는어린이집,A,우수,우수,우수,우수,2021.09
2522,구로구,(08250) 서울특별시 구로구 고척로21나길 48-41 ,성민어린이집,A,우수,우수,우수,우수,2022.06
2523,구로구,(08309) 서울특별시 구로구 구로동로25길 14 (구로동),성은어린이집,A,우수,우수,우수,우수,2022.07
2524,구로구,(08267) 서울특별시 구로구 고척로18길 92 오류동감리교회 세라핌어린이집 (오류동),세라핌어린이집,A,우수,우수,우수,우수,2020.02
2525,구로구,(08319) 서울특별시 구로구 구로동로8길 27 (구로동),세화어린이집,A,우수,우수,우수,우수,2022.06
2526,구로구,"(08341) 서울특별시 구로구 오류로8길 11 106동 101호(오류동, 푸르지오아파트)",수수꽃다리어린이집,A,우수,우수,우수,우수,2022.1
2527,구로구,(08239) 서울특별시 구로구 고척로51길 73 (고척동),수잔나어린이집,B,우수,보통,우수,우수,2021.01
2528,구로구,"(08275) 서울특별시 구로구 경인로 382 102동 101호(개봉동, 한마을아파트)",신나라어린이집,A,우수,우수,우수,우수,2021.08
2529,구로구,(08203) 서울특별시 구로구 신도림로13길 18 19-6,신도림제일어린이집,A,우수,우수,우수,우수,2021.09
2530,구로구,"(08224) 서울특별시 구로구 중앙로5길 62 4동 106호(고척동, 서울가든아파트)",아가랑어린이집,C,개선필요,우수,우수,우수,2022.09
2531,구로구,"(08368) 서울특별시 구로구 항동로 8 605동 101호(항동, 우남퍼스트빌)",아기동산어린이집,A,우수,우수,우수,우수,2021.07
2532,구로구,"(08275) 서울특별시 구로구 경인로 390 210동 103호(고척동, 벽산블루밍)",아기둥지어린이집,C,우수,우수,우수,개선필요,2022.06
2533,구로구,(08375) 서울특별시 구로구 디지털로31길 93 (구로동),아나율장애아어린이집,A,우수,우수,우수,우수,2022.07
2534,구로구,"(08275) 서울특별시 구로구 경인로 382 120동 102호(개봉동, 한마을아파트)",아람어린이집,A,우수,우수,우수,우수,2021.07
2535,구로구,"(08288) 서울특별시 구로구 새말로 93 107동 105호(구로동, 신도림태영타운아파트)",아이나라어린이집,B,우수,보통,우수,보통,2023.02
2536,구로구,"(08324) 서울특별시 구로구 구일로4길 65 105동 106호(구로동, 주공아파트)",아이맘어린이집,A,우수,우수,우수,우수,2019.12
2537,구로구,(08368) 서울특별시 구로구 항동로 42 한양수자인에듀힐즈 507-101,아이미소어린이집,A,우수,우수,우수,우수,2021.07
2538,구로구,(08349) 서울특별시 구로구 개봉로11길 46-23 ,아이빌어린이집,B,우수,보통,우수,우수,2023.11
2539,구로구,(08233) 서울특별시 구로구 고척로52길 104-5 ,아이원어린이집,D,개선필요,우수,보통,개선필요,2023.03
2540,구로구,(08230) 서울특별시 구로구 고척로52길 48 105동 106호 고척대우아파트,아이조아어린이집,B,보통,우수,우수,보통,2021.01
2541,구로구,(08269) 서울특별시 구로구 고척로 28 예원빌딩1층 (오류동),아이천국어린이집,A,우수,우수,우수,우수,2023.1
2542,구로구,"(08344) 서울특별시 구로구 오류로8다길 9 다동 106호(오류동, 우석빌라)",엄마품어린이집,B,우수,보통,우수,보통,2021.01
2543,구로구,"(08249) 서울특별시 구로구 오리로22나길 16-31 102동 102호(수궁동, 다청림아파트)",에벤에셀어린이집,A,우수,우수,우수,우수,2022.09
2544,구로구,(08371) 서울특별시 구로구 디지털로31길 90 108동 103호,엔젤어린이집,A,우수,우수,우수,우수,2023.11
2545,구로구,(08372) 서울특별시 구로구 디지털로31길 109 ,연꽃어린이집,A,우수,우수,우수,우수,2023.02
2546,구로구,"(08291) 서울특별시 구로구 새말로 31 108동 101호(구로동, 롯데아파트)",연두빛어린이집,A,우수,우수,우수,우수,2019.1
2547,구로구,(08365) 서울특별시 구로구 천왕로 50 천왕이펜하우스 s,연우어린이집,A,우수,우수,우수,우수,2023.05
2548,구로구,(08350) 서울특별시 구로구 오류로 30 연지타운1단지 104동 1층,연지어린이집,B,보통,우수,우수,우수,2022.04
2549,구로구,(08350) 서울특별시 구로구 오리로 1102-10 천왕2지구 2단지 209동1층,연초롱어린이집,A,우수,우수,우수,우수,2023.03
2550,구로구,(08208) 서울특별시 구로구 경인로 643 (신도림동),열린어린이집,B,우수,보통,우수,우수,2022.12
2551,구로구,(08371) 서울특별시 구로구 도림로20길 44 (구로동),영서어린이집,A,우수,우수,우수,우수,2022.07
2552,구로구,(08202) 서울특별시 구로구 신도림로 87 신도림1차동아 1층,예능어린이집,B,보통,우수,우수,보통,2021.09
2553,구로구,(08348) 서울특별시 구로구 개봉로 29 ,예다움보듬이나눔이어린이집,A,우수,우수,우수,우수,2022.1
2554,구로구,"(08365) 서울특별시 구로구 천왕로 56 313동 104호(천왕동,천왕이펜하우스3단지)",예랑어린이집,A,우수,우수,우수,우수,2022.04
2555,구로구,"(08207) 서울특별시 구로구 신도림로 78 309동 101호(신도림동, 동아3차아파트)",예쁜꼬마어린이집,A,우수,우수,우수,우수,2021.08
2556,구로구,(08341) 서울특별시 구로구 서해안로28길 18 (오류동),예쁜별어린이집,A,우수,우수,우수,우수,2023.11
2557,구로구,(08300) 서울특별시 구로구 구로중앙로26가길 11-5 (구로동),예쁜튼튼어린이집,B,우수,우수,보통,우수,2023.02
2558,구로구,"(08336) 서울특별시 구로구 남부순환로95길 88 101동 102호(개봉동, 두산아파트)",예사랑어린이집,A,우수,우수,우수,우수,2023.08
2559,구로구,"(08325) 서울특별시 구로구 구일로4길 46 203동 104호(구로동, 현대연예인아파트)",예원어린이집,A,우수,우수,우수,우수,2020.07
2560,구로구,"(08303) 서울특별시 구로구 구로중앙로18길 68 1동 108호(구로동, 신구로현대아파트)",예은별어린이집,A,우수,우수,우수,우수,2023.05
2561,구로구,(08330) 서울특별시 구로구 개봉로20길 158 현대홈타운 2단지아파트 관리동 1층,예크어린이집,B,우수,보통,우수,우수,2020.01
