,구,주소,어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월
1165,도봉구,"(01321) 서울특별시 도봉구 도봉로170길 40 103동 101호(도봉동, 래미안도봉아파트)",도봉2동도토리어린이집,A,우수,우수,우수,우수,2021.09
1166,도봉구,(01318) 서울특별시 도봉구 마들로 835 202동 102호,도봉2동리틀포도나무어린이집,A,우수,우수,우수,우수,2023.12
1167,도봉구,(01327) 서울특별시 도봉구 도봉로160길 24-12 ,도봉2동어린이집,A,우수,우수,우수,우수,2022.02
1168,도봉구,"(01318) 서울특별시 도봉구 마들로 859-19 117동 105호(도봉동, 도봉한신아파트)",도봉2동예광어린이집,A,우수,우수,우수,우수,2019.12
1169,도봉구,"(01320) 서울특별시 도봉구 도봉로180길 6-23 103동 106호(도봉동, 동아에코빌아파트)",도봉2동오감발달베이비마을어린이집,A,우수,우수,우수,우수,2019.12
1170,도봉구,"(01318) 서울특별시 도봉구 마들로 859-19 121동 101호(도봉동, 도봉한신아파트)",도봉2동재롱이어린이집,A,우수,우수,우수,우수,2021.09
1171,도봉구,(01331) 서울특별시 도봉구 마들로 656 도봉구청내1층직장어린이집,도봉구청직장어린이집,A,우수,우수,우수,우수,2022.06
1172,도봉구,(01323) 서울특별시 도봉구 마들로 756 (도봉동),도봉도선어린이집,A,우수,우수,우수,우수,2022.06
1173,도봉구,(01330) 서울특별시 도봉구 마들로 684-10 ,도봉숲어린이집,A,우수,우수,우수,우수,2022.05
1174,도봉구,"(01320) 서울특별시 도봉구 도봉로180길 6-23 106동 102호(도봉동, 동아에코빌아파트)",동아또래또 어린이집,A,우수,우수,우수,우수,2023.11
1175,도봉구,(01354) 서울특별시 도봉구 도봉로151길 130 (방학동),동화어린이집,B,우수,우수,보통,우수,2023.11
1176,도봉구,(01487) 서울특별시 도봉구 덕릉로62길 25 (창동),두발로어린이집,A,우수,우수,우수,우수,2023.09
1177,도봉구,(01378) 서울특별시 도봉구 우이천로34길 39 (쌍문동),둘리어린이집,B,우수,우수,우수,보통,2021.08
1178,도봉구,(01441) 서울특별시 도봉구 도봉로117길 80-7 ,둥근달어린이집,A,우수,우수,우수,우수,2023.09
1179,도봉구,"(01306) 서울특별시 도봉구 도봉로169길 31 103동 110호(도봉동, 럭키아파트)",럭키어린이집,A,우수,우수,우수,우수,2023.03
1180,도봉구,"(01379) 서울특별시 도봉구 우이천로32길 65 4동 105호(쌍문동, 동익파크)",로뎀아이어린이집,A,우수,우수,우수,우수,2022.08
1181,도봉구,"(01398) 서울특별시 도봉구 도봉로136길 28 520동 101호(창동, 북한산아이파크아파트)",리틀엔젤어린이집,A,우수,우수,우수,우수,2023.08
1182,도봉구,"(01362) 서울특별시 도봉구 시루봉로 107 2동 106호(방학동, 신동아1차아파트)",리틀영재어린이집,A,우수,우수,우수,우수,2022.06
1183,도봉구,"(01411) 서울특별시 도봉구 노해로69길 103 107동 103호(창동, 동아청솔아파트)",매일어린이집,A,우수,우수,우수,우수,2022.08
1184,도봉구,"(01362) 서울특별시 도봉구 시루봉로 107 7동 103호(방학동, 신동아1차아파트)",명화어린이집,A,우수,우수,우수,우수,2023.12
1185,도봉구,"(01382) 서울특별시 도봉구 방학로 193 1동 106호(방학동, 신동아1차아파트)",무궁화 어린이집,B,우수,우수,보통,우수,2022.04
1186,도봉구,(01480) 서울특별시 도봉구 덕릉로60길 121-20 ,무지개어린이집,A,우수,우수,우수,우수,2020.12
1187,도봉구,"(01465) 서울특별시 도봉구 덕릉로63가길 43 (창동, 대우아파트 내)",반딧불어린이집,A,우수,우수,우수,우수,2022.07
1188,도봉구,(01314) 서울특별시 도봉구 시루봉로17길 42 방아골종합사회복지관 1층 (방학동),방아골어린이집,A,우수,우수,우수,우수,2021.07
1189,도봉구,(01337) 서울특별시 도봉구 마들로 616 203동 102호,방학1동고은뜰어린이집,A,우수,우수,우수,우수,2019.1
1190,도봉구,(01351) 서울특별시 도봉구 도당로27길 16 (방학동),방학1동어린이집,A,우수,우수,우수,우수,2022.12
1191,도봉구,"(01337) 서울특별시 도봉구 마들로 616 107동 101호(방학동, 대상타운현대아파트)",방학1동한슬어린이집,A,우수,우수,우수,우수,2019.12
1192,도봉구,(01339) 서울특별시 도봉구 도당로 116 101동 102호,방학1동행복한천사어린이집,A,우수,우수,우수,우수,2019.1
1193,도봉구,(01357) 서울특별시 도봉구 방학로 180 (방학동),방학2동어린이집,A,우수,우수,우수,우수,2022.07
1194,도봉구,"(01359) 서울특별시 도봉구 방학로 200 115동110호(방학동,신동아아파트)",방학3동꿈송이어린이집,A,우수,우수,우수,우수,2023.05
1195,도봉구,(01364) 서울특별시 도봉구 해등로 312-10 ,방학3동맑은샘어린이집,A,우수,우수,우수,우수,2019.1
1196,도봉구,(01383) 서울특별시 도봉구 방학로11길 24 (방학동),방학3동어린이집,A,우수,우수,우수,우수,2022.07
1197,도봉구,(01359) 서울특별시 도봉구 시루봉로 166 102동 104호,방학3동해니크레오어린이집,A,우수,우수,우수,우수,2019.1
1198,도봉구,(01343) 서울특별시 도봉구 방학로8길 32 (방학동),방학가람어린이집,A,우수,우수,우수,우수,2023.09
1199,도봉구,(01389) 서울특별시 도봉구 도당로6길 36 ,방학동행복한어린이집,A,우수,우수,우수,우수,2021.08
1200,도봉구,"(01319) 서울특별시 도봉구 도봉로180나길 20 102동 102호(도봉동, 양우내안애아파트)",별이달이어린이집,B,우수,우수,보통,우수,2023.11
1201,도봉구,"(01436) 서울특별시 도봉구 도봉로129길 45-12 1동 108호(쌍문동, 경남)",보명어린이집,A,우수,우수,우수,우수,2023.12
1202,도봉구,(01477) 서울특별시 도봉구 덕릉로54길 41 (창동),본향선교어린이집,A,우수,우수,우수,우수,2023.1
1203,도봉구,(01454) 서울특별시 도봉구 도봉로118길 28-4 (창동 658-25) 사과나무 어린이집,사과나무어린이집,B,보통,우수,우수,우수,2023.03
1204,도봉구,(01453) 서울특별시 도봉구 노해로62길 36-3 ,사랑나무어린이집,A,우수,우수,우수,우수,2023.1
1205,도봉구,"(01430) 서울특별시 도봉구 해등로 231 5동 101호(쌍문동, 한양아파트)",사랑천사어린이집,A,우수,우수,우수,우수,2019.1
1206,도봉구,(01474) 서울특별시 도봉구 덕릉로62길 30 ,산들어린이집,A,우수,우수,우수,우수,2019.1
1207,도봉구,"(01431) 서울특별시 도봉구 해등로 195 106동 102호(쌍문동, 삼익세라믹아파트)",삼익영재어린이집,A,우수,우수,우수,우수,2021.02
1208,도봉구,(01457) 서울특별시 도봉구 도봉로108길 81 ,상상어린이집,A,우수,우수,우수,우수,2022.04
1209,도봉구,(01456) 서울특별시 도봉구 도봉로110바길 38 ,새나어린이집,A,우수,우수,우수,우수,2019.1
1210,도봉구,"(01411) 서울특별시 도봉구 노해로69길 103 112동 101호(창동, 동아청솔아파트)",새싹아이어린이집,A,우수,우수,우수,우수,2023.1
1211,도봉구,(01371) 서울특별시 도봉구 우이천로 492 -1,서머힐어린이집,A,우수,우수,우수,우수,2022.07
1212,도봉구,(01415) 서울특별시 도봉구 노해로 403 서울도봉경찰서어린이집,서울도봉경찰서어린이집,A,우수,우수,우수,우수,2021.1
1213,도봉구,(01322) 서울특별시 도봉구 마들로 749 서울북부지방법원,서울북부지방법원어린이집,A,우수,우수,우수,우수,2023.08
1214,도봉구,(01394) 서울특별시 도봉구 방학로3길 100 (쌍문동),세인어린이집,A,우수,우수,우수,우수,2022.07
1215,도봉구,(01417) 서울특별시 도봉구 노해로70길 54 1906동 101호,수정어린이집,A,우수,우수,우수,우수,2023.09
1216,도봉구,(01401) 서울특별시 도봉구 도봉로134길 5 (창동),신세인어린이집,A,우수,우수,우수,우수,2022.1
1217,도봉구,(01487) 서울특별시 도봉구 덕릉로62길 13 신창아파트 내 (창동),신창아가어린이집,B,우수,우수,우수,보통,2023.02
1218,도봉구,(01381) 서울특별시 도봉구 노해로 149-5 ,쌍문1동어린이집,A,우수,우수,우수,우수,2019.1
1219,도봉구,(01392) 서울특별시 도봉구 도봉로 603-1 창동중앙교회 1층,쌍문2동소라어린이집,A,우수,우수,우수,우수,2023.11
1220,도봉구,(01393) 서울특별시 도봉구 방학로5길 34 (쌍문동),쌍문2동어린이집,A,우수,우수,우수,우수,2021.07
1221,도봉구,(01442) 서울특별시 도봉구 노해로48길 67-6 ,쌍문3동빛초롱어린이집,A,우수,우수,우수,우수,2022.09
1222,도봉구,(01442) 서울특별시 도봉구 노해로 224 (쌍문동),쌍문3동어린이집,A,우수,우수,우수,우수,2022.07
1223,도봉구,(01387) 서울특별시 도봉구 해등로 242-12 103동 102호(쌍문동),쌍문4동리틀모아어린이집,A,우수,우수,우수,우수,2023.05
1224,도봉구,"(01430) 서울특별시 도봉구 해등로 231 7동 101호(쌍문동, 한양2차아파트)",쌍문4동사랑모아어린이집,A,우수,우수,우수,우수,2022.04
1225,도봉구,"(01430) 서울특별시 도봉구 해등로 229 3동 109호(쌍문동, 한양아파트)",쌍문4동아이천국어린이집,A,우수,우수,우수,우수,2023.05
1226,도봉구,"(01388) 서울특별시 도봉구 해등로 242-11 101동 103호(쌍문동,성원아파트)",쌍문4동파란꿈나라어린이집,A,우수,우수,우수,우수,2023.05
1227,도봉구,"(01433) 서울특별시 도봉구 해등로25길 41 701동 101호(쌍문동, 한양7차아파트)",쌍문4동푸른숲속어린이집,A,우수,우수,우수,우수,2022.03
1228,도봉구,(01442) 서울특별시 도봉구 노해로 238 쌍문삼성어린이집 (쌍문동),쌍문삼성어린이집,A,우수,우수,우수,우수,2020.02
1229,도봉구,(01304) 서울특별시 도봉구 도봉로177길 76-5 ,아띠 어린이집,B,우수,보통,우수,우수,2020.02
1230,도봉구,"(01424) 서울특별시 도봉구 덕릉로 349 402동 103호(창동, 주공4단지아파트)",아람 어린이집,A,우수,우수,우수,우수,2023.09
1231,도봉구,"(01361) 서울특별시 도봉구 방학로15길 40 101동 102호(방학동, 신동아2단지아파트)",아름드리어린이집,A,우수,우수,우수,우수,2021.07
1232,도봉구,"(01324) 서울특별시 도봉구 마들로 684-19 108동 109호(도봉동, 서원아파트)",아리아어린이집,A,우수,우수,우수,우수,2023.08
1233,도봉구,"(01385) 서울특별시 도봉구 도당로 13 102동 101호(쌍문동, 쌍문청구아파트)",아이다움어린이집,A,우수,우수,우수,우수,2019.12
1234,도봉구,"(01382) 서울특별시 도봉구 방학로 193 10동 106호(방학동, 신동아1차아파트)",아이들세상어린이집,A,우수,우수,우수,우수,2021.07
1235,도봉구,(01314) 서울특별시 도봉구 시루봉로17길 20 (방학동),아이세상어린이집,A,우수,우수,우수,우수,2023.1
1236,도봉구,(01320) 서울특별시 도봉구 도봉로180길 6-23 동아에코빌아파트 단지내 (도봉동),에코빌어린이집,A,우수,우수,우수,우수,2021.07
1237,도봉구,(01316) 서울특별시 도봉구 시루봉로11길 25 (방학동),엘림어린이집,A,우수,우수,우수,우수,2022.07
1238,도봉구,"(01419) 서울특별시 도봉구 노해로70길 119 1806동 103호(창동, 주공18단지아파트)",열림섬마어린이집,A,우수,우수,우수,우수,2022.06
1239,도봉구,"(01433) 서울특별시 도봉구 해등로25길 41 701동 106호(쌍문동, 한양아파트)",열매어린이집,B,우수,우수,우수,보통,2022.04
1240,도봉구,"(01411) 서울특별시 도봉구 노해로69길 103 110동 102호(창동, 동아청솔아파트)",예나몬테소리 어린이집,A,우수,우수,우수,우수,2023.11
1241,도봉구,"(01388) 서울특별시 도봉구 해등로 242-11 102동 101호(쌍문동, 성원아파트)",예닮아이들 어린이집,B,우수,우수,보통,우수,2020.01
1242,도봉구,(01400) 서울특별시 도봉구 노해로63다길 62-11 (창동),예쁜친구어린이집,B,우수,우수,보통,우수,2022.1
1243,도봉구,"(01336) 서울특별시 도봉구 마들로 646 관리동 (방학동, 삼성래미안아파트)",예아어린이집,A,우수,우수,우수,우수,2021.02
1244,도봉구,"(01404) 서울특별시 도봉구 해등로12길 44 204동 102호(창동, 주공2단지아파트)",오색무지개어린이집,A,우수,우수,우수,우수,2023.05
1245,도봉구,(01475) 서울특별시 도봉구 덕릉로60자길 22 ,온유한어린이집,A,우수,우수,우수,우수,2022.05
1246,도봉구,"(01417) 서울특별시 도봉구 노해로70길 54 1902동 110호(창동, 상계주공19차아파트)",옹달샘어린이집,A,우수,우수,우수,우수,2022.06
1247,도봉구,"(01318) 서울특별시 도봉구 마들로 859-19 106동 104호(도봉동, 도봉한신아파트)",웃음가득어린이집,B,보통,보통,우수,우수,2022.04
1248,도봉구,"(01467) 서울특별시 도봉구 우이천로20길 6 101동 109호(창동, 수산트리플아파트)",웃음가득해피어린이집,A,우수,우수,우수,우수,2019.12
1249,도봉구,(01361) 서울특별시 도봉구 시루봉로5길 48 구립원당어린이집,원당어린이집,A,우수,우수,우수,우수,2022.06
1250,도봉구,(01403) 서울특별시 도봉구 노해로63나길 8-11 ,유유어린이집,A,우수,우수,우수,우수,2023.04
1251,도봉구,(01309) 서울특별시 도봉구 시루봉로27길 58 (도봉동),유정어린이집,A,우수,우수,우수,우수,2020.02
1252,도봉구,(01383) 서울특별시 도봉구 방학로 187 관리동 1층,은행나무어린이집,A,우수,우수,우수,우수,2019.1
1253,도봉구,(01481) 서울특별시 도봉구 우이천로4라길 11-14 신도브래뉴2차 단지내 (창동),이화젠어린이집,A,우수,우수,우수,우수,2023.02
1254,도봉구,"(01427) 서울특별시 도봉구 해등로 113 101동 104호(창동, 주공1단지아파트)",좋은씨앗어린이집,A,우수,우수,우수,우수,2019.1
1255,도봉구,(01439) 서울특별시 도봉구 노해로49길 38 (쌍문동),주은어린이집,A,우수,우수,우수,우수,2023.04
1256,도봉구,(01368) 서울특별시 도봉구 삼양로 574-44 ,지앤지어린이집,A,우수,우수,우수,우수,2022.07
1257,도봉구,(01315) 서울특별시 도봉구 시루봉로13가길 23-21 참솔어린이집 (방학동),참솔어린이집,A,우수,우수,우수,우수,2023.02
1258,도봉구,"(01421) 서울특별시 도봉구 해등로 50 323동 104호 (창동, 주공3단지아파트)",창1동뽀뽀뽀24시어린이집,A,우수,우수,우수,우수,2023.06
1259,도봉구,"(01423) 서울특별시 도봉구 덕릉로 371 (창동,대우그린아파트)",창1동즐거운어린이집,A,우수,우수,우수,우수,2023.05
1260,도봉구,(01460) 서울특별시 도봉구 도봉로106길 36 (창동),창2동새샘어린이집,A,우수,우수,우수,우수,2021.07
1261,도봉구,(01466) 서울특별시 도봉구 덕릉로59길 73-9 ,창2동어린이집,A,우수,우수,우수,우수,2024.11
1262,도봉구,"(01461) 서울특별시 도봉구 도봉로110다길 51 108동 102호(창동, 태영데시앙)",창2동엘리트어린이집,A,우수,우수,우수,우수,2019.11
1263,도봉구,(01481) 서울특별시 도봉구 우이천로4라길 11-14 102동 107호,창3동신도아이숲어린이집,A,우수,우수,우수,우수,2023.12
1264,도봉구,(01487) 서울특별시 도봉구 덕릉로62길 57-7 ,창3동어린이집,A,우수,우수,우수,우수,2023.02
1265,도봉구,"(01417) 서울특별시 도봉구 노해로70길 54 1907동 102호(창동, 상계주공19차아파트)",창4동디즈니어린이집,A,우수,우수,우수,우수,2022.03
1266,도봉구,(01416) 서울특별시 도봉구 노해로70길 12 6동 106호(창동),창4동별초롱어린이집,A,우수,우수,우수,우수,2023.05
1267,도봉구,"(01417) 서울특별시 도봉구 노해로70길 54 1909동 108호(창동, 상계주공19차아파트)",창4동사랑어린이집,A,우수,우수,우수,우수,2019.12
1268,도봉구,"(01410) 서울특별시 도봉구 마들로 551 113동 101호(창동, 쌍용아파트)",창4동아이꿈터어린이집,A,우수,우수,우수,우수,2022.03
1269,도봉구,(01489) 서울특별시 도봉구 마들로 339-13 ,창4동어린이집,A,우수,우수,우수,우수,2022.07
1270,도봉구,"(01411) 서울특별시 도봉구 노해로69길 103 109동101호(창동,동아청솔아파트)",창4동예나동산어린이집,A,우수,우수,우수,우수,2023.05
1271,도봉구,(01409) 서울특별시 도봉구 마들로13길 252 ,창4동한내어린이집,A,우수,우수,우수,우수,2023.02
1272,도봉구,(01403) 서울특별시 도봉구 노해로63길 43 1층,창5동가인어린이집,A,우수,우수,우수,우수,2022.04
1273,도봉구,(01402) 서울특별시 도봉구 해등로 118 2동 110호,창5동아이조아어린이집,A,우수,우수,우수,우수,2019.1
1274,도봉구,(01402) 서울특별시 도봉구 해등로16길 52-13 ,창5동어린이집,A,우수,우수,우수,우수,2022.02
1275,도봉구,(01424) 서울특별시 도봉구 덕릉로 329 (창동),창동어린이집,A,우수,우수,우수,우수,2023.02
1276,도봉구,(01453) 서울특별시 도봉구 도봉로118길 15 (창동),창문어린이집,A,우수,우수,우수,우수,2023.02
1277,도봉구,(01472) 서울특별시 도봉구 우이천로 200 금용A101-101호,천사어린이집,B,우수,우수,보통,우수,2020.01
1278,도봉구,"(01411) 서울특별시 도봉구 노해로69가길 11 4동(창동, 동아청솔아파트)",청아어린이집,A,우수,우수,우수,우수,2020.09
1279,도봉구,"(01373) 서울특별시 도봉구 해등로 295 202동 102호(방학동, 우성1차아파트)",초록별어린이집,B,우수,우수,보통,우수,2021.01
1280,도봉구,"(01489) 서울특별시 도봉구 덕릉로66길 17 1705동 112호(창동, 상계주공17차아파트)",콩알어린이집,A,우수,우수,우수,우수,2020.01
1281,도봉구,"(01431) 서울특별시 도봉구 해등로 169 114동 105호(쌍문동, 삼익세라믹아파트)",크라인어린이집,A,우수,우수,우수,우수,2022.12
1282,도봉구,(01464) 서울특별시 도봉구 덕릉로59아길 54 1층,키즈딸기어린이집,B,우수,우수,보통,우수,2020.09
1283,도봉구,(01461) 서울특별시 도봉구 도봉로110다길 51 태영아파트 단지내,태영어린이집,A,우수,우수,우수,우수,2021.07
1284,도봉구,"(01421) 서울특별시 도봉구 해등로 50 316동 107호(창동, 주공3단지아파트)",파랑새꿈어린이집,A,우수,우수,우수,우수,2023.02
1285,도봉구,"(01421) 서울특별시 도봉구 해등로 50 316동 106호(창동, 주공3단지아파트)",파랑새어린이집,A,우수,우수,우수,우수,2022.06
1286,도봉구,(01310) 서울특별시 도봉구 시루봉로27가길 11-3 ,파미유어린이집,A,우수,우수,우수,우수,2023.02
1287,도봉구,(01342) 서울특별시 도봉구 도봉로145길 95 ,학마을어린이집,A,우수,우수,우수,우수,2019.1
1288,도봉구,(01431) 서울특별시 도봉구 도봉로131길 86 ,한그루어린이집,A,우수,우수,우수,우수,2022.09
1289,도봉구,"(01422) 서울특별시 도봉구 노해로66길 21 103동 105호(창동, 삼성래미안아파트)",한나무어린이집,A,우수,우수,우수,우수,2021.04
1290,도봉구,"(01409) 서울특별시 도봉구 마들로 573 207동 101호(창동, 현대아이2차아파트)",해뜰어린이집,A,우수,우수,우수,우수,2022.09
1291,도봉구,(01468) 서울특별시 도봉구 덕릉로59바길 10 (창동),해바라기어린이집,A,우수,우수,우수,우수,2020.02
1292,도봉구,"(01388) 서울특별시 도봉구 해등로 242-11 101동 101호(쌍문동, 성원아파트)",해피모아어린이집,A,우수,우수,우수,우수,2023.03
1293,도봉구,(01393) 서울특별시 도봉구 도당로2길 23 햇살마루어린이집,햇살마루어린이집,A,우수,우수,우수,우수,2022.03
1294,도봉구,(01468) 서울특별시 도봉구 덕릉로59자길 15 (창동),행복한어린이집,A,우수,우수,우수,우수,2022.1
1295,도봉구,(01410) 서울특별시 도봉구 마들로 551 쌍용아파트 관리동 1층 터전어린이집,행복한우리어린이집,A,우수,우수,우수,우수,2021.07
1296,노원구,(01620) 서울특별시 노원구 동일로 1527 중소기업은행 2층,IBK참!좋은어린이집,A,우수,우수,우수,우수,2019.1
1297,노원구,"(01889) 서울특별시 노원구 월계로42길 97 103동 102호(월계동,꿈의숲sk뷰)",SK꼬마숲어린이집,D,개선필요,우수,보통,개선필요,2022.03
1298,노원구,(01811) 서울특별시 노원구 공릉로 232 서울과학기술대학교 내,SeoulTech어린이집,A,우수,우수,우수,우수,2022.06
1299,노원구,"(01820) 서울특별시 노원구 공릉로34길 38 1019동 104호(공릉동, 태강)",i보라어린이집,A,우수,우수,우수,우수,2019.12
1300,노원구,"(01909) 서울특별시 노원구 마들로 111 29동 102호(월계동, 삼호)",가베보물섬어린이집,A,우수,우수,우수,우수,2021.07
1301,노원구,"(01610) 서울특별시 노원구 동일로239길 68 102동 108호(상계동, 상계대림E편한세상)",가베영재어린이집,A,우수,우수,우수,우수,2023.11
1302,노원구,"(01774) 서울특별시 노원구 섬밭로 263 5동 106호(중계동, 경남아파트)",경남삐아제어린이집,A,우수,우수,우수,우수,2022.04
1303,노원구,"(01782) 서울특별시 노원구 동일로208길 20 211동 106호(중계동, 중계무지개아파트)",고은어린이집,A,우수,우수,우수,우수,2019.1
1304,노원구,"(01618) 서울특별시 노원구 동일로227길 86 1612동 105호(상계도, 주공아파트)",공룡어린이집,A,우수,우수,우수,우수,2022.08
1305,노원구,(01818) 서울특별시 노원구 공릉로34길 73 (공릉2동 77번지),공릉2동어린이집,C,우수,우수,개선필요,우수,2022.07
1306,노원구,"(01820) 서울특별시 노원구 공릉로34길 38 1008동 101호(공릉동,태강)",공릉사임당어린이집,A,우수,우수,우수,우수,2019.1
1307,노원구,(01841) 서울특별시 노원구 동일로192나길 8 (동일로 192 나길 8) (공릉동),공릉어린이집,A,우수,우수,우수,우수,2022.07
1308,노원구,"(01813) 서울특별시 노원구 공릉로46길 19 102동 102호(공릉동, 한보에센시티A)",공릉한보어린이집,A,우수,우수,우수,우수,2019.1
1309,노원구,(01888) 서울특별시 노원구 월계로44길 61 (월계동),교육촌어린이집,A,우수,우수,우수,우수,2022.07
1310,노원구,"(01913) 서울특별시 노원구 마들로 31 118동 104호(월계동, 한진한화그랑빌)",그랑빌어린이집,A,우수,우수,우수,우수,2021.08
1311,노원구,"(01777) 서울특별시 노원구 동일로207길 18 114동 103호(중계동, 중계그린1단지아파트)",그린어린이집,A,우수,우수,우수,우수,2022.1
1312,노원구,"(01784) 서울특별시 노원구 한글비석로 57 9동 101호(하계동, 청구)",그림나라어린이집,A,우수,우수,우수,우수,2023.12
1313,노원구,"(01909) 서울특별시 노원구 마들로 111 29동 110호(월계동, 삼호아파트)",꼬깨비어린이집,A,우수,우수,우수,우수,2023.11
1314,노원구,"(01604) 서울특별시 노원구 동일로245가길 41 202동 105호(상계동, 은빛2단지아파트)",꼬꼬마숲어린이집,B,우수,우수,보통,우수,2021.08
1315,노원구,"(01816) 서울특별시 노원구 공릉로46길 32 107동 111호(공릉동, 삼익A)",꼬꼬마어린이집,A,우수,우수,우수,우수,2019.1
1316,노원구,"(01782) 서울특별시 노원구 동일로 1280 202동 104호(중계동, 중계무지개아파트)",꼬마별어린이집,A,우수,우수,우수,우수,2023.11
1317,노원구,"(01766) 서울특별시 노원구 동일로213길 21 107동 104호(상계동, 주공아파트)",꼬마어린이집,A,우수,우수,우수,우수,2022.03
1318,노원구,"(01715) 서울특별시 노원구 한글비석로14길 37 201동 101호(중계동, 중앙하이츠)",꼬마친구어린이집,A,우수,우수,우수,우수,2021.08
1319,노원구,"(01617) 서울특별시 노원구 동일로227길 26 1616동 107호(상계동, 상계주공16차)",꼬망세어린이집,B,우수,보통,우수,우수,2020.02
1320,노원구,"(01761) 서울특별시 노원구 동일로215길 48 317동 104호(상계동, 주공아파트)",꽃담어린이집,A,우수,우수,우수,우수,2023.1
1321,노원구,"(01863) 서울특별시 노원구 섬밭로 190 606동 102호(하계동, 장미)",꾸러기동산어린이집,A,우수,우수,우수,우수,2023.12
1322,노원구,"(01713) 서울특별시 노원구 중계로 230 517동 103호(중계동, 주공아파트)",꿈꾸리아이뜰어린이집,A,우수,우수,우수,우수,2021.09
1323,노원구,"(01604) 서울특별시 노원구 동일로245가길 41 201동 103호(상계동, 은빛2단지아파트)",꿈나래어린이집,A,우수,우수,우수,우수,2023.03
1324,노원구,"(01675) 서울특별시 노원구 노원로 564 1010동 106호(상계동, 상계주공10단지아파트)",꿈담어린이집,A,우수,우수,우수,우수,2023.1
1325,노원구,"(01619) 서울특별시 노원구 동일로227길 25 1109동 105호(상계동, 상계주공11차)",꿈모아어린이집,A,우수,우수,우수,우수,2019.11
1326,노원구,"(01701) 서울특별시 노원구 덕릉로79길 23 102동 102호(중계동, 염광아파트)",꿈밭어린이집,A,우수,우수,우수,우수,2019.1
1327,노원구,"(01881) 서울특별시 노원구 초안산로1길 51 (월계2동, 꿈빛어린이집)",꿈빛어린이집,A,우수,우수,우수,우수,2020.01
1328,노원구,(01685) 서울특별시 노원구 상계로9나길 25 (상계2동 436-11),꿈씨어린이집,A,우수,우수,우수,우수,2023.11
1329,노원구,"(01850) 서울특별시 노원구 섬밭로 139 105동 103호(공릉동, 풍림A)",꿈의숲어린이집,A,우수,우수,우수,우수,2019.1
1330,노원구,"(01673) 서울특별시 노원구 한글비석로 530 1206동 101호 (상계동, 주공12단지아파트)",꿈이크는어린이집,A,우수,우수,우수,우수,2019.1
1331,노원구,"(01755) 서울특별시 노원구 동일로214길 21 411동 106호(상계동, 주공아파트)",꿈쟁이어린이집,A,우수,우수,우수,우수,2020.03
1332,노원구,"(01764) 서울특별시 노원구 동일로215길 23 218동 106호(상계6·7동, 주공아파트)",꿈키아어린이집,A,우수,우수,우수,우수,2020.02
1333,노원구,(01690) 서울특별시 노원구 동일로 1456 707동 106호,나래어린이집,B,우수,우수,보통,우수,2021.08
1334,노원구,"(01675) 서울특별시 노원구 노원로 564 1026동 106호(상계동, 주공아파트)",나연어린이집,A,우수,우수,우수,우수,2019.11
1335,노원구,(01689) 서울특별시 노원구 노해로 437 (상계동 노원구청직장어린이집),노원구청직장어린이집,A,우수,우수,우수,우수,2022.07
1336,노원구,"(01879) 서울특별시 노원구 초안산로2라길 26 월계센트럴아이파크A, 월계동",노원든든어린이집,A,우수,우수,우수,우수,2020.09
1337,노원구,(01610) 서울특별시 노원구 동일로239다길 23 (상계동),노원어린이집,B,우수,우수,보통,우수,2022.07
1338,노원구,(01772) 서울특별시 노원구 덕릉로70가길 21 중계센트럴파크아파트 내 보육시설,노원연두어린이집,A,우수,우수,우수,우수,2021.07
1339,노원구,"(01601) 서울특별시 노원구 누원로 18 ,4단지내 관리사무소 1층(상계1동 수락리버시티)",늘사랑어린이집,A,우수,우수,우수,우수,2022.12
1340,노원구,(01678) 서울특별시 노원구 노원로34길 9 늘푸른어린이집 (상계동),늘푸른어린이집,A,우수,우수,우수,우수,2022.01
1341,노원구,"(01820) 서울특별시 노원구 공릉로34길 62 1001동 104호(공릉동, 태강)",다다어린이집,B,우수,우수,보통,우수,2023.08
1342,노원구,"(01676) 서울특별시 노원구 노원로 532 914동 106호(상계동, 주공아파트)",다사랑어린이집,A,우수,우수,우수,우수,2023.07
1343,노원구,"(01656) 서울특별시 노원구 한글비석로48길 6 5동 102호(상계동, 한신2차아파트)",다솔어린이집,A,우수,우수,우수,우수,2019.11
1344,노원구,"(01764) 서울특별시 노원구 동일로215길 23 219동 101호(상계동, 주공아파트)",다솜아이어린이집,A,우수,우수,우수,우수,2023.05
1345,노원구,(01659) 서울특별시 노원구 한글비석로24바길 54 (상계동),다정어린이집,A,우수,우수,우수,우수,2023.12
1346,노원구,"(01675) 서울특별시 노원구 노원로 564 1012동 101호(상계동, 주공10단지아파트)",단비어린이집,A,우수,우수,우수,우수,2022.04
1347,노원구,(01661) 서울특별시 노원구 상계로 193-14 (상계대림아파트 관리동 1층),대림어린이집,A,우수,우수,우수,우수,2023.11
1348,노원구,"(01752) 서울특별시 노원구 노해로 508 612동 101호(상계동, 상계주공6차)",도담도담어린이집,A,우수,우수,우수,우수,2023.07
1349,노원구,(01707) 서울특별시 노원구 덕릉로 623-1 ,동광어린이집,B,우수,보통,우수,우수,2023.09
